region,local_authority,road_name,road_classification,managed_by,road_type,start_junction,end_junction,link_km,link_miles,easting,northing,latitude,longitude,count_point_id
South West,Plymouth,A374,'A' road,Local authority,Major,Cobourg St roundabout,Exeter St roundabout,0.40,0.25,248100,54710,50.37261253,-4.13748968,8077
South West,Devon,A386,'A' road,Local authority,Major,C road to Lydford,Station Rd,1.40,0.87,252514,86678,50.66104012,-4.08810025,8078
London,Kensington and Chelsea,A3220,'A' road,Local authority,Major,A3218,A4,0.70,0.43,525553,178555,51.49201010,-0.19288132,8081
London,Westminster,A41,'A' road,Local authority,Major,A41,A5205,0.70,0.43,527410,182550,51.52749831,-0.16470398,8083
London,Brent,A4089,'A' road,Local authority,Major,A404,A479,1.50,0.93,519000,186160,51.56177610,-0.28465926,8087
London,Hillingdon,A437,'A' road,Local authority,Major,A4020,A40,2.20,1.37,507593,183748,51.54238532,-0.44988974,8090
London,Southwark,A2198,'A' road,Local authority,Major,A2,A2205,0.80,0.50,533000,179520,51.49898128,-0.08531083,8095
North West,Sefton,A5090,'A' road,Local authority,Major,A5057,A5098,0.90,0.56,334777,395547,53.45264119,-2.98363033,8102
South East,Kent,A226,'A' road,Local authority,Major,A226 West Hill,A2026,0.50,0.31,554000,174320,51.44693385,0.21473521,8105
South East,Medway,A2,'A' road,Local authority,Major,High St,A229,0.30,0.19,574632,168000,51.38417938,0.50823782,8106
South East,Kent,A20,'A' road,Highways England,Major,A256,East Cliff roundabout,0.70,0.43,632500,141480,51.12539609,1.32131256,8107
South East,Kent,A2042,'A' road,Local authority,Major,Malcolm Sargent Road roundabout,A292,2.40,1.49,601231,141199,51.13469582,0.87493928,8111
North West,Lancashire,A588,'A' road,Local authority,Major,A588 Station Rd,A586,0.30,0.19,335200,439220,53.84517512,-2.98637721,8113
West Midlands,Telford and Wrekin,A442,'A' road,Local authority,Major,A518 roundabout,B5063,4.40,2.73,365463,313679,52.71966790,-2.51274682,8115
South West,Bath and North East Somerset,A362,'A' road,Local authority,Major,B3355,B3355,1.50,0.93,366000,154970,51.29283325,-2.48898913,8116
West Midlands,Dudley,A451,'A' road,Local authority,Major,A458/A451,A491 High St,0.30,0.19,389914,284591,52.45918631,-2.14985919,8119
South East,Hampshire,A335,'A' road,Local authority,Major,B3037,B3335 Allbrook Hill,1.90,1.18,445773,120002,50.97760857,-1.34937315,8120
North East,Northumberland,A1,'A' road,Highways England,Major,B6348,B1342,3.10,1.93,412165,632416,55.58523738,-1.80858770,8126
South East,Hampshire,A3025,'A' road,Local authority,Major,LA Boundary,B3397,1.40,0.87,446510,110483,50.89195548,-1.34008875,8129
North East,Durham,A688,'A' road,Local authority,Major,B6274,"Copeland Rd, Bishop Auckland",8.70,5.41,415000,522870,54.60079515,-1.76934017,8132
North East,Northumberland,A686,'A' road,Local authority,Major,B6305,B6295,1.80,1.12,382388,561362,54.94660471,-2.27648886,8133
North East,Northumberland,A190,'A' road,Local authority,Major,LA Boundary,B1322,1.40,0.87,427800,573870,55.05854828,-1.56633891,8136
North East,Newcastle upon Tyne,A193,'A' road,Local authority,Major,,,0.30,0.19,427331,565000,54.97886901,-1.57452426,8137
North East,Durham,A1086,'A' road,Local authority,Major,B1320,B1283,1.60,0.99,444000,540950,54.76157634,-1.31776256,8140
North East,Sunderland,A1231,'A' road,Local authority,Major,B1405,A183,1.20,0.75,439000,557130,54.90737813,-1.39328259,8141
Yorkshire and The Humber,Sheffield,A57,'A' road,Local authority,Major,B6547,A61,1.40,0.87,433730,387226,53.38083100,-1.49439908,8144
West Midlands,Stoke-on-Trent,A500,'A' road,Highways England,Major,B5045,A52/A5006,0.80,0.50,387156,345977,53.01096159,-2.19287773,8147
West Midlands,Stoke-on-Trent,A52,'A' road,Local authority,Major,A5006,A5007,0.10,0.06,387835,345007,53.00225807,-2.18272108,8148
Yorkshire and The Humber,Doncaster,A18,'A' road,Local authority,Major,A630,A630,0.40,0.25,461078,405970,53.54684375,-1.07968932,8156
West Midlands,Worcestershire,A451,'A' road,Local authority,Major,A448,A456,0.50,0.31,383480,276590,52.38709916,-2.24415222,8160
South East,West Sussex,A22,'A' road,Local authority,Major,A264,A22 Beeching Way,0.20,0.12,539120,138400,51.12798790,-0.01322567,8165
South East,Surrey,A25,'A' road,Local authority,Major,B2126,"Sondes Place Drive, Dorking",6.80,4.23,509737,147411,51.21536244,-0.43019513,8166
London,Bromley,A233,'A' road,Local authority,Major,"Churchill Way, Biggin Hill",Downe Road,3.60,2.24,541540,162000,51.33947581,0.03065243,8167
West Midlands,"Herefordshire, County of",A438,'A' road,Local authority,Major,A449,LA Boundary,4.90,3.04,375496,236638,52.02761741,-2.35855666,8173
West Midlands,Worcestershire,A449,'A' road,Local authority,Major,B4211 mid-junction,B4503,1.10,0.68,377535,246422,52.11566791,-2.32948458,8174
East Midlands,North Northamptonshire,A45,'A' road,Highways England,Major,A509,B573,1.10,0.68,488179,265832,52.28357938,-0.70876935,8178
London,Lambeth,A23,'A' road,Local authority,Major,A3202,A3036/A3200 roundabout,0.50,0.31,531020,179530,51.49953308,-0.11381554,8182
North West,Bolton,A575,'A' road,Local authority,Major,A575 Gladstone Rd,A6053,0.60,0.37,373433,406352,53.55313361,-2.40247224,8190
East Midlands,Rutland,A47,'A' road,Local authority,Major,A6003,A6121,6.30,3.91,490000,300380,52.59379355,-0.67279055,8197
North East,Darlington,A66,'A' road,Highways England,Major,A67,A66,2.70,1.68,432680,515050,54.52969330,-1.49654832,8208
North West,Liverpool,A5038,'A' road,Local authority,Major,A5038 Brewster Street,A59,0.60,0.37,335280,394410,53.44248506,-2.97582296,8211
North West,Warrington,A574,'A' road,Local authority,Major,Moss Gate,M62,1.30,0.81,366700,393000,53.43274020,-2.50267639,8215
Yorkshire and The Humber,Rotherham,M18,Motorway,Highways England,Major,M1,M18 SPUR,2.10,1.30,448325,388413,53.39037082,-1.27482744,8219
East Midlands,Derby,A6096,'A' road,Local authority,Major,A6005,Sitwell St,0.60,0.37,440040,335640,52.91671436,-1.40597301,8227
West Midlands,Dudley,A459,'A' road,Local authority,Major,A456,A459 Queensway roundabout,0.40,0.25,397047,283014,52.44509628,-2.04486686,8230
East Midlands,West Northamptonshire,A508,'A' road,Local authority,Major,A43/A5123,A428/A5123,0.90,0.56,475286,260949,52.24160391,-0.89881995,8233
East of England,Suffolk,A143,'A' road,Local authority,Major,A14,A134,1.10,0.68,585982,266155,52.26212423,0.72384026,8234
South West,Gloucestershire,A46,'A' road,Local authority,Major,A419,B4070,0.40,0.25,384918,205308,51.74626970,-2.21985026,8235
South East,Oxfordshire,A415,'A' road,Local authority,Major,A415 Ock St,A4183,0.40,0.25,449600,197255,51.67188906,-1.28413058,8236
East of England,Hertfordshire,A1000,'A' road,Local authority,Major,inner ring road,inner ring road,1.10,0.68,524890,213501,51.80621414,-0.18995963,8237
South West,Wiltshire,A420,'A' road,Local authority,Major,A4,A420 Split,0.30,0.19,391756,173442,51.45989098,-2.12004606,8238
South West,Wiltshire,A361,'A' road,Local authority,Major,A363 Bradley Rd,A363 Bythesea Road roundabout,0.80,0.50,385441,157310,51.31470791,-2.21027538,8240
South East,Bracknell Forest,A322,'A' road,Local authority,Major,A3095,A329/A3095,1.20,0.75,486695,168679,51.41051673,-0.75484826,8242
South West,Wiltshire,A345,'A' road,Local authority,Major,A345,A342,0.70,0.43,413158,154567,51.29008289,-1.81268424,8246
South East,West Sussex,A264,'A' road,Local authority,Major,M23,A2220,1.20,0.75,531000,138815,51.13363018,-0.12904748,8248
South East,Portsmouth,A2030,'A' road,Local authority,Major,A27,LA Boundary,2.80,1.74,467570,105000,50.84058154,-1.04170586,8250
South East,East Sussex,A259,'A' road,Local authority,Major,Brighton Rd,South Way,0.50,0.31,544400,101520,50.79525793,0.04755551,8252
South East,East Sussex,A259,'A' road,Local authority,Major,A2102 London Road,A2101 Harold Place,1.40,0.87,581020,109100,50.85308390,0.57039613,8253
North East,Sunderland,A690,'A' road,Local authority,Major,A183,A1231,0.50,0.31,439000,556550,54.90216632,-1.39336093,8255
North East,Newcastle upon Tyne,A186,'A' road,Local authority,Major,Bath Lane,A186 Clayton St West,0.10,0.06,424440,564050,54.97048160,-1.61977234,8257
North West,Lancashire,A59,'A' road,Local authority,Major,A682,A682,0.30,0.19,382950,448810,53.93513921,-2.26118697,8259
Yorkshire and The Humber,Leeds,A659,'A' road,Local authority,Major,A660(T)/A6038,Ilkley rd,0.50,0.31,419620,445185,53.90247724,-1.70288043,8263
Yorkshire and The Humber,York,A1036,'A' road,Local authority,Major,Jewbury,Monkgate,0.50,0.31,460945,452355,53.96371203,-1.07256549,8264
North West,Liverpool,A5039,'A' road,Local authority,Major,,,0.10,0.06,334299,390414,53.40645152,-2.98975522,8266
North West,Liverpool,A5038,'A' road,Local authority,Major,,,0.20,0.12,334567,390656,53.40865972,-2.98577483,8267
North West,Liverpool,A5046,'A' road,Local authority,Major,A5051,A5038,0.30,0.19,334352,390833,53.41022368,-2.98904543,8268
North West,Oldham,A669,'A' road,Local authority,Major,A6048,A627,0.30,0.19,391700,405110,53.54258097,-2.12671750,8273
London,Hillingdon,M4,Motorway,Highways England,Major,4,A408,0.20,0.12,507489,178674,51.49679905,-0.45293525,8280
London,Kingston upon Thames,A308,'A' road,Local authority,Major,A2043,A238,0.20,0.12,518945,169413,51.41127210,-0.29108966,8281
London,Croydon,A232,'A' road,Local authority,Major,A212,A222,0.50,0.31,533000,165435,51.37240405,-0.09059636,8282
London,Tower Hamlets,A1202,'A' road,Local authority,Major,A1203,Cable Street,0.20,0.12,534160,180760,51.50985044,-0.06813774,8284
London,Islington,A5203,'A' road,Local authority,Major,A5200,Caledonian Rd,0.30,0.19,530453,183299,51.53353540,-0.12058511,8285
East of England,Bedford,A6,'A' road,Local authority,Major,A6 Cauldwell St,A6 St Pauls Square,0.30,0.19,505069,249509,52.13391517,-0.46631942,8288
South West,Gloucestershire,A40,'A' road,Local authority,Major,Old Bath Road,Sandford mill Road,0.20,0.12,395729,221603,51.89296869,-2.06346294,8289
South West,Gloucestershire,A46,'A' road,Local authority,Major,Clarence  Road,Fairview Road,0.30,0.19,395252,222844,51.90412256,-2.07041212,8290
East of England,Hertfordshire,A411,'A' road,Local authority,Major,Upton Rd,A411 Beechen Grove,0.20,0.12,510836,196609,51.65735435,-0.39908310,8291
South West,Bath and North East Somerset,A36,'A' road,Local authority,Major,Darlington St,Beckford Rd,0.20,0.12,375619,165276,51.38599664,-2.35174992,8292
South East,Surrey,M3,Motorway,Highways England,Major,4,A331,0.30,0.19,486850,157970,51.31422317,-0.75523182,8294
South East,Surrey,A325,'A' road,Local authority,Major,Woolmead Rd,East St,0.30,0.19,484380,147100,51.21687290,-0.79322507,8295
South East,Kent,A28,'A' road,Local authority,Major,A28/A292,A28,1.40,0.87,601000,143721,51.15742681,0.87304821,8297
South East,Kent,A259,'A' road,Local authority,Major,A259,Cheriton Rd,0.20,0.12,622210,136100,51.08117078,1.17119629,8298
South East,Kent,A292,'A' road,Local authority,Major,A2042,A292 New St,0.80,0.50,600721,142637,51.14778902,0.86845968,8300
South West,Torbay,A3022,'A' road,Local authority,Major,A379,A3022 Falkland Rd,0.50,0.31,290715,63680,50.46272135,-3.54108821,8304
East of England,Luton,A6,'A' road,Local authority,Major,A505,A6 split,0.80,0.50,509304,221437,51.88080175,-0.41341496,8319
East of England,Cambridgeshire,A10,'A' road,Local authority,Major,A142 / A10 RnBt Ely Witchford Rd,A142 / A10 Rnbt Ely Stetham Road,0.90,0.56,552950,278980,52.38750437,0.24608505,8320
North West,Warrington,A49,'A' road,Local authority,Major,A574,M62,1.20,0.75,360300,391400,53.41791483,-2.59879757,8321
East Midlands,Derbyshire,A61,'A' road,Local authority,Major,B6050,B6057,1.80,1.12,438105,373936,53.26108157,-1.43022412,8322
South West,Plymouth,A374,'A' road,Local authority,Major,A379 Laira Bridge Rd,Embankment Rd,0.10,0.06,249780,54500,50.37115661,-4.11379774,8323
South West,Devon,A381,'A' road,Local authority,Major,A382,Forde Park,1.40,0.87,286000,71150,50.52897538,-3.60977220,8324
South East,East Sussex,A269,'A' road,Local authority,Major,B2098 roundabout,B2182,0.80,0.50,574300,107670,50.84229869,0.47434337,8325
East of England,Thurrock,A1013,'A' road,Local authority,Major,A13,A13/A1014,3.70,2.30,566370,181600,51.50883976,0.39601013,8326
Yorkshire and The Humber,East Riding of Yorkshire,A63,'A' road,Local authority,Major,Bridge over R Derwent,A63 / A614 / B1230,6.20,3.85,471000,430000,53.76154603,-0.92449324,8331
North West,Lancashire,A6,'A' road,Local authority,Major,Thurnham St,Parliament St,1.00,0.62,347580,461600,54.04769604,-2.80208800,8333
East Midlands,Rutland,A6121,'A' road,Local authority,Major,LA Boundary,LA Boundary,5.30,3.29,503440,310000,52.67785652,-0.47144528,8334
East Midlands,Lincolnshire,A15,'A' road,Local authority,Major,A46,A15,1.50,0.93,500000,373750,53.25137467,-0.50265445,8335
East Midlands,Lincolnshire,A6121,'A' road,Local authority,Major,A1175,Rutland Rd,1.10,0.68,503838,308133,52.66100238,-0.46614810,8336
West Midlands,Shropshire,A454,'A' road,Local authority,Major,A458,B4363,1.60,0.99,373812,292720,52.53172603,-2.38747631,8339
West Midlands,Stoke-on-Trent,A500,'A' road,Highways England,Major,A52/A5006,A52 City Rd/Church St,0.80,0.50,388000,345300,53.00489563,-2.18027333,8340
East of England,Suffolk,A134,'A' road,Local authority,Major,A131 Northern Road,Clermont Avenue,2.00,1.24,588147,242446,52.04847626,0.74240452,8341
West Midlands,Warwickshire,M42,Motorway,Highways England,Major,7A,8,6.00,3.73,419420,288660,52.49552120,-1.71537895,8342
North West,Wigan,A579,'A' road,Local authority,Major,A578,A577,3.20,1.99,365608,401369,53.50789080,-2.52003013,8343
North West,Sefton,A506,'A' road,Local authority,Major,Maghull Lane,LA Boundary,1.70,1.06,340890,403000,53.52034596,-2.89299577,8344
Yorkshire and The Humber,Rotherham,A6021,'A' road,Local authority,Major,A630,A618,0.80,0.50,442600,392200,53.42489921,-1.36039596,8345
West Midlands,Birmingham,A4040,'A' road,Local authority,Major,A41,A4040 Oxhill Rd,1.10,0.68,404133,289977,52.50768748,-1.94053116,8347
Yorkshire and The Humber,Leeds,M621,Motorway,Highways England,Major,4,5,0.60,0.37,430490,431176,53.77604804,-1.53883237,8348
London,Lewisham,A2,'A' road,Local authority,Major,A20,A20,0.10,0.06,536600,176940,51.47493825,-0.03447721,8352
London,Lambeth,A3205,'A' road,Local authority,Major,A3036,A203,0.20,0.12,530267,177824,51.48437541,-0.12528678,8354
London,Wandsworth,A205,'A' road,Local authority,Major,A3,A205 The Avenue,0.50,0.31,528000,175030,51.45978294,-0.15892833,8357
London,Wandsworth,A3220,'A' road,Local authority,Major,A3220 Battersea Bridge Rd,A3031,0.30,0.19,527500,176700,51.47490397,-0.16552014,8359
Yorkshire and The Humber,North Lincolnshire,A1077,'A' road,Local authority,Major,B1218,B1218,0.40,0.25,502900,422000,53.68435168,-0.44342886,8361
West Midlands,Worcestershire,M42,Motorway,Highways England,Major,M42 split,Jn1 38,1.00,0.62,396790,273090,52.35587616,-2.04854984,8362
West Midlands,Shropshire,A483,'A' road,Highways England,Major,A495,B5069,2.60,1.62,328660,325000,52.81781168,-3.05999934,8366
West Midlands,Worcestershire,A38,'A' road,Local authority,Major,A38 The Tything,A449,0.60,0.37,384974,255472,52.19728667,-2.22125179,8373
West Midlands,Sandwell,A4031,'A' road,Local authority,Major,A4031 Lyndhurst Road,A4031 Jervoise Lane,0.90,0.56,401170,293900,52.54296887,-1.98417436,8374
London,Lewisham,A205,'A' road,Local authority,Major,A205,A21,0.20,0.12,537800,173760,51.44607098,-0.01844782,8375
London,Newham,A118,'A' road,Local authority,Major,A11 Great Eastern Rd,A112 Tramway Ave,0.20,0.12,538818,184238,51.53997993,0.00031081,8376
East Midlands,Lincolnshire,A15,'A' road,Local authority,Major,A46,A1500,4.10,2.55,497540,375000,53.26306366,-0.53912923,8379
London,Southwark,A2205,'A' road,Local authority,Major,A2198,A200,0.50,0.31,533270,179600,51.49963665,-0.08139316,8380
London,Camden,A5200,'A' road,Local authority,Major,Acton St,Swinton St,0.10,0.06,530560,182730,51.52839721,-0.11925417,8381
East of England,Hertfordshire,A1(M),Motorway,Highways England,Major,3,4,3.40,2.11,522400,209935,51.77471731,-0.22731238,8383
West Midlands,Dudley,A451,'A' road,Local authority,Major,A451/A458,A451,0.40,0.25,389998,284092,52.45470189,-2.14860790,8384
South East,East Sussex,A26,'A' road,Local authority,Major,B2192,A22,9.40,5.84,544978,115495,50.92070309,0.06128091,8386
West Midlands,Worcestershire,A44,'A' road,Local authority,Major,A443/A44 Tybridge St,A44 New Road,0.20,0.12,384534,254804,52.19126869,-2.22765858,8388
Yorkshire and The Humber,North East Lincolnshire,A16,'A' road,Local authority,Major,A46,Fred Ward Way,1.70,1.06,527440,408500,53.55768204,-0.07758587,8389
South West,"Bristol, City of",A3029,'A' road,Local authority,Major,Bedminster Down Rd,Bedminster Rd,0.20,0.12,357900,170600,51.43282554,-2.60700503,8390
South West,"Bristol, City of",A420,'A' road,Local authority,Major,Trinity Rd,Easton Way roundabout,0.50,0.31,360200,173400,51.45816742,-2.57423480,8391
East of England,Bedford,A4280,'A' road,Local authority,Major,A6,Harpur St,0.50,0.31,504700,250050,52.13884731,-0.47154223,8393
South East,Buckinghamshire,A41,'A' road,Local authority,Major,Park St/Walton Road roundabout,A41 spur to A418,0.50,0.31,482400,213730,51.81614203,-0.80600500,8394
East of England,Cambridgeshire,A428,'A' road,Highways England,Major,A428 / M11,A14 merge,0.60,0.37,541750,261260,52.23131100,0.07417925,8395
North West,East Cheshire,A534,'A' road,Local authority,Major,A533,Congleton Rd,1.10,0.68,376161,360751,53.14338348,-2.35784706,8396
North West,Warrington,A49,'A' road,Local authority,Major,A5061,A57,1.10,0.68,360950,388100,53.38830254,-2.58860803,8398
South West,Devon,A380,'A' road,Local authority,Major,Aller Brake Rd,A381,0.90,0.56,287273,70106,50.51983671,-3.59150342,8403
South East,East Sussex,A275,'A' road,Local authority,Major,A277,A2029,1.20,0.75,540280,111000,50.88146629,-0.00723913,8404
South East,Hampshire,A32,'A' road,Local authority,Major,Southampton Road roundabout,M27,1.20,0.75,458014,106900,50.85870124,-1.17710703,8406
South East,Portsmouth,A2047,'A' road,Local authority,Major,A2047 Old London Rd,A288,0.30,0.19,465600,103900,50.83091697,-1.06987697,8407
East of England,Hertfordshire,A4251,'A' road,Local authority,Major,A414,Nash Mills Lane,2.10,1.30,506195,205000,51.73366856,-0.46359893,8410
Yorkshire and The Humber,"Kingston upon Hull, City of",A1166,'A' road,Local authority,Major,North rd,Witty St,1.00,0.62,507000,427540,53.73330455,-0.37946538,8413
South East,Medway,A2,'A' road,Local authority,Major,New Road,A231,1.50,0.93,577000,167190,51.37617079,0.54182845,8414
North West,Blackburn with Darwen,A679,'A' road,Local authority,Major,B6236,A6199,0.30,0.19,370700,428000,53.74755720,-2.44577267,8415
North West,Lancashire,A671,'A' road,Local authority,Major,A679,M65,0.40,0.25,382650,432570,53.78916822,-2.26483024,8416
North West,Lancashire,A588,'A' road,Local authority,Major,Higher Green,Station Rd,0.60,0.37,335000,439770,53.85009265,-2.98953302,8417
East Midlands,Leicestershire,A6,'A' road,Local authority,Major,A512,A6004,0.50,0.31,453250,320000,52.77499092,-1.21207928,8419
Yorkshire and The Humber,York,A1036,'A' road,Local authority,Major,Scarcroft Road,Holgate Rd,0.20,0.12,459520,451200,53.95349814,-1.09450708,8424
East Midlands,West Northamptonshire,A5095,'A' road,Local authority,Major,A5123,A4500,0.90,0.56,476956,261781,52.24885166,-0.87417771,8425
North East,Northumberland,A1,'A' road,Highways England,Major,A192,A1 spur to A697,0.70,0.43,418200,588000,55.18595786,-1.71572439,8427
South East,Oxfordshire,A4130,'A' road,Local authority,Major,A4130 / A4155 Rnbt,New St / Bell St Junction,0.20,0.12,476080,182950,51.54033466,-0.90437024,8430
West Midlands,Staffordshire,A518,'A' road,Local authority,Major,A518 Station Rd,A449,0.50,0.31,392378,322902,52.80363296,-2.11449616,8434
West Midlands,Dudley,A459,'A' road,Local authority,Major,A463,A463,0.10,0.06,391820,293800,52.54200752,-2.12203791,8436
West Midlands,Solihull,M6,Motorway,Highways England,Major,M42 slips,4A,3.80,2.36,417500,289930,52.50700263,-1.74359281,8437
London,Camden,A201,'A' road,Local authority,Major,Gray's Inn Rd,King's Cross Road,0.30,0.19,530620,182725,51.52833841,-0.11839157,8438
East of England,Suffolk,A1156,'A' road,Local authority,Major,A1022,Waterworks Street,0.10,0.06,616700,244200,52.05380620,1.15926992,8439
South East,Milton Keynes,A428,'A' road,Local authority,Major,A509,LA Boundary,5.10,3.17,490000,254700,52.18322919,-0.68504150,8440
North West,East Cheshire,A532,'A' road,Local authority,Major,A5078,A532,0.50,0.31,370800,355460,53.09555578,-2.43750895,8441
Yorkshire and The Humber,Barnsley,A61,'A' road,Local authority,Major,A628,A628,0.30,0.19,434800,406200,53.55130231,-1.47622215,8442
Yorkshire and The Humber,Doncaster,M18,Motorway,Highways England,Major,6,LA Boundary,4.60,2.86,468457,415863,53.63484152,-0.96617806,8443
South West,Gloucestershire,A419,'A' road,Local authority,Major,A429 W,A429 E,2.70,1.68,402100,201471,51.71197284,-1.97099720,8446
East Midlands,West Northamptonshire,A43,'A' road,Local authority,Major,A45,A4500,1.20,0.75,479450,261769,52.24838947,-0.83765652,8447
London,Westminster,A4,'A' road,Local authority,Major,Pall Mall,Piccadilly Circus,0.30,0.19,529610,180500,51.50857509,-0.13376120,8448
South East,West Sussex,A22,'A' road,Local authority,Major,LA Boundary,"Woodbury Close, East Grinstead",2.00,1.24,541000,137190,51.11665508,0.01315018,8450
East of England,Suffolk,A143,'A' road,Local authority,Major,LA Boundary,A144 Bungay,0.40,0.25,633120,290000,52.45818177,1.42990901,8451
East of England,Suffolk,A143,'A' road,Local authority,Major,A144 Broad Street,LA Boundary,0.30,0.19,633425,290265,52.46042974,1.43457483,8452
West Midlands,Worcestershire,A435,'A' road,Local authority,Major,M42,Maypole Lane/Druids Lane roundabout,6.30,3.91,407832,274878,52.37190667,-1.88637937,8454
South East,West Sussex,A272,'A' road,Local authority,Major,A285,A283,0.20,0.12,497580,121555,50.98513353,-0.61117817,8455
North West,Bolton,A676,'A' road,Local authority,Major,A673,A673,0.40,0.25,372222,409800,53.58406162,-2.42105857,8456
North West,Oldham,A671,'A' road,Local authority,Major,A6048,A663,1.10,0.68,392110,407011,53.55967414,-2.12057898,8457
North West,Liverpool,A562,'A' road,Local authority,Major,B5175,B5180,1.40,0.87,339000,388465,53.38949967,-2.91867463,8459
North West,Sefton,A565,'A' road,Local authority,Major,A570,A5267,3.50,2.17,335000,418400,53.65804840,-2.98503199,8460
North West,Wirral,A551,'A' road,Local authority,Major,A552,A5027,1.60,0.99,327190,387000,53.37483529,-3.09588082,8461
Yorkshire and The Humber,Doncaster,A18,'A' road,Local authority,Major,M180 southern slip,M180/A614 roundabout,0.40,0.25,468780,411000,53.59109697,-0.96236646,8462
North East,Northumberland,A19,'A' road,Highways England,Major,A1068,A1171,2.80,1.74,424000,574700,55.06620290,-1.62575703,8463
North West,Manchester,A56,'A' road,Local authority,Major,A6,A6041,0.20,0.12,383835,398772,53.48542802,-2.24507173,8464
West Midlands,Dudley,A457,'A' road,Local authority,Major,A4123(T),LA Boundary,0.50,0.31,394600,292510,52.53044593,-2.08102630,8465
Yorkshire and The Humber,Leeds,A661,'A' road,Local authority,Major,A58,B1224,0.40,0.25,440425,448000,53.92657764,-1.38588107,8466
London,Brent,A404,'A' road,Local authority,Major,A404 Craven Park Road,A404 High Street Harlesden,0.50,0.31,521680,183510,51.53738864,-0.24693134,8467
London,Barnet,A406,'A' road,Local authority,Major,A5,M1 roundabout,0.30,0.19,522751,187380,51.57193815,-0.23014632,8468
London,Camden,A400,'A' road,Local authority,Major,A40,A5204,0.50,0.31,529700,181590,51.51835014,-0.13206419,8469
London,Croydon,A212,'A' road,Local authority,Major,A212 Coombe Rd,A232 Croydon Flyover,0.70,0.43,532606,165002,51.36860481,-0.09641485,8470
London,Hammersmith and Fulham,A306,'A' road,Local authority,Major,LA Boundary,A4,0.40,0.25,523000,178150,51.48893078,-0.22977776,8472
London,Islington,A103,'A' road,Local authority,Major,A503,B540,1.80,1.12,530000,187610,51.57238157,-0.12552035,8473
London,Hackney,A5201,'A' road,Local authority,Major,A501,A1202,0.20,0.12,532929,182545,51.52618233,-0.08519295,8475
London,Kingston upon Thames,A3,'A' road,Local authority,Major,A2043,A298,0.60,0.37,522002,167864,51.39670124,-0.24768645,8476
London,Wandsworth,A216,'A' road,Local authority,Major,LA Boundary,LA Boundary,1.00,0.62,529230,171000,51.42328610,-0.14270280,8477
London,Lambeth,A202,'A' road,Local authority,Major,A3204,Durham St,0.30,0.19,530575,177980,51.48570640,-0.12079590,8478
London,Southwark,A200,'A' road,Local authority,Major,Druid St,A2205,0.30,0.19,533298,180068,51.50383578,-0.08081324,8480
London,Southwark,A2216,'A' road,Local authority,Major,A2214,A2214,0.10,0.06,533810,175210,51.46005792,-0.07527991,8481
South East,Surrey,A24,'A' road,Local authority,Major,A240,LA Boundary,1.80,1.12,523001,164319,51.36462510,-0.23455916,8482
London,Wandsworth,A3220,'A' road,Local authority,Major,A3205/A3220,A3220,0.20,0.12,527673,176587,51.47384947,-0.16307124,8483
London,Greenwich,A206,'A' road,Local authority,Major,A206 Pettman Crescent,A206 Pettman Crescent,0.20,0.12,544777,178884,51.49037466,0.08397867,8486
London,Lewisham,A2209,'A' road,Local authority,Major,A2,LA Boundary,0.90,0.56,537352,177001,51.47530441,-0.02363236,8487
London,Lewisham,A20,'A' road,Local authority,Major,A20 Amersham Rd,A2 Parkfield Rd,0.20,0.12,536650,176840,51.47402753,-0.03379638,8488
London,Tower Hamlets,A13,'A' road,Local authority,Major,A126,A101,0.20,0.12,536100,181139,51.51279260,-0.04005331,8489
South East,Surrey,A325,'A' road,Local authority,Major,B3384 Echo Barn Lane,A31,1.80,1.12,482600,145000,51.19825346,-0.81918762,8491
London,Brent,A404,'A' road,Local authority,Major,A219,La Boundary,1.70,1.06,522950,182780,51.53055309,-0.22888363,8492
London,Sutton,A2022,'A' road,Local authority,Major,LA Boundary,LA Boundary,2.00,1.24,528000,161160,51.33513089,-0.16392623,8493
London,Wandsworth,A219,'A' road,Local authority,Major,LA Boundary,A3(T),1.20,0.75,523570,173000,51.44252145,-0.22336997,8494
South West,Dorset,A30,'A' road,Local authority,Major,A350 Royal Chase Roundabout,LA Boundary,1.00,0.62,387450,122495,51.00169855,-2.18022254,8495
West Midlands,Staffordshire,A444,'A' road,Local authority,Major,LA Boundary,Stapenhill A5189,1.80,1.12,426000,320935,52.78538722,-1.61593372,8496
North West,St. Helens,A572,'A' road,Local authority,Major,LA Boundary,Wharf Rd,0.20,0.12,356240,395000,53.44994906,-2.66038140,8498
North East,Northumberland,A193,'A' road,Local authority,Major,LA Boundary,A190,1.70,1.06,433981,576040,55.07766371,-1.46932060,8501
London,Richmond upon Thames,A312,'A' road,Local authority,Major,A313,LA Boundary,0.90,0.56,513374,171810,51.43395678,-0.37039244,8503
London,Islington,A201,'A' road,Local authority,Major,LA Boundary,A5201,0.40,0.25,531460,182000,51.52162831,-0.10655974,8506
London,Islington,A1201,'A' road,Local authority,Major,A503,LA Boundary,1.70,1.06,531000,187250,51.56891503,-0.11123328,8507
London,Hammersmith and Fulham,A40,'A' road,Local authority,Major,LA Boundary,slip roads to A219,1.40,0.87,522002,180961,51.51441033,-0.24317340,8509
East of England,Hertfordshire,A404,'A' road,Local authority,Major,A4145,LA Boundary,2.50,1.55,507155,192781,51.62365942,-0.45344869,8510
