region,local_authority,road_name,road_classification,managed_by,road_type,start_junction,end_junction,link_km,link_miles,easting,northing,latitude,longitude,count_point_id
South West,Isles of Scilly,A3111,'A' road,Local authority,Major,"Pierhead, Hugh Town",A3112,0.30,0.19,90173,10641,49.91550316,-6.31755805,51
South West,Isles of Scilly,A3112,'A' road,Local authority,Major,A3111,A3110,2.00,1.24,91203,10217,49.91223308,-6.30291304,52
South West,Isles of Scilly,A3111,'A' road,Local authority,Major,A3112,A3110,1.20,0.75,90782,10687,49.91623084,-6.30913635,53
South West,Isles of Scilly,A3110,'A' road,Local authority,Major,A3111,A3112,0.30,0.19,91515,10820,49.91780213,-6.29906151,54
South West,Isles of Scilly,A3110,'A' road,Local authority,Major,A3111,A3112,4.00,2.49,91664,10833,49.91799555,-6.29700225,55
East Midlands,Nottinghamshire,A6097,'A' road,Local authority,Major,A46,A612,0.50,0.31,469894,341668,52.96784673,-0.96075404,60
Scotland,Glasgow City,A8,'A' road,Local authority,Major,M8,Morrison Street,0.10,0.06,257982,664405,55.85186199,-4.27014470,61
Scotland,North Lanarkshire,M80,Motorway,Transport Scotland,Major,A73,A73,0.60,0.37,274293,674066,55.94314002,-4.01428347,62
Scotland,Glasgow City,M74,Motorway,Transport Scotland,Major,A74,A724,0.10,0.06,263553,662467,55.83607145,-4.18025413,63
South West,Somerset,A3027,'A' road,Local authority,Major,Bridge A3807,A3038,0.10,0.06,322569,124948,51.01866743,-3.10529223,64
Wales,Newport,M4,Motorway,Welsh Government,Major,28,27,2.20,1.37,328415,187298,51.57997968,-3.03448837,501
Wales,Bridgend,M4,Motorway,Welsh Government,Major,LA Boundary,37,2.90,1.80,280770,182100,51.52519021,-3.72006193,502
Wales,Swansea,M4,Motorway,Welsh Government,Major,47,46,2.90,1.80,263100,199260,51.67538220,-3.98132004,503
Wales,Isle of Anglesey,A5,'A' road,Welsh Government,Major,A4080,A5114,9.40,5.84,240000,376000,53.25683051,-4.39998126,504
Wales,Gwynedd,A5,'A' road,Local authority,Major,A487,A4087,2.90,1.80,256000,371400,53.22009669,-4.15824648,505
Wales,Conwy,A5,'A' road,Welsh Government,Major,LA Boundary,A4086,8.40,5.22,266150,360260,53.12267657,-4.00166269,506
Wales,Denbighshire,A5,'A' road,Welsh Government,Major,A539,LA Boundary,4.80,2.98,324887,341121,52.96218793,-3.11970172,508
Wales,Monmouthshire,A40,'A' road,Welsh Government,Major,A449,B4233,9.80,6.09,350650,211973,51.80421249,-2.71712980,509
Wales,Monmouthshire,A40,'A' road,Welsh Government,Major,LA Boundary,"Pentre Rd, Abergavenny",4.30,2.67,325000,216300,51.84025234,-3.09001361,510
Wales,Powys,A40,'A' road,Welsh Government,Major,LA Boundary,A4067,11.50,7.15,290000,229321,51.95147459,-3.60201107,512
Wales,Carmarthenshire,A40,'A' road,Welsh Government,Major,A485,B4130,6.50,4.04,245000,221137,51.86722609,-4.25265563,514
Wales,Pembrokeshire,A40,'A' road,Welsh Government,Major,A478,LA Boundary,6.80,4.23,215123,216747,51.81869712,-4.68377708,515
Wales,Pembrokeshire,A40,'A' road,Welsh Government,Major,A4219,B4331,6.00,3.73,194270,230000,51.93040595,-4.99380832,516
Wales,Neath Port Talbot,A48,'A' road,Local authority,Major,M4 jn38,LA Boundary,4.70,2.92,281702,184376,51.54584216,-3.70739854,520
Wales,The Vale of Glamorgan,A48,'A' road,Local authority,Major,LA boundary,A4222 Gibbet's Hill,7.70,4.78,295051,176402,51.47681054,-3.51258957,521
Wales,Cardiff,A48,'A' road,Local authority,Major,A4232 / A4050,A4161,4.60,2.86,312000,175021,51.46729038,-3.26825910,522
Wales,Conwy,A55,'A' road,Welsh Government,Major,LA Boundary,A547,11.50,7.15,270621,376210,53.26707172,-3.94135675,524
Wales,Conwy,A55,'A' road,Welsh Government,Major,A547 Llanddulas,A548,3.90,2.42,291117,378454,53.29184153,-3.63496109,525
Wales,Denbighshire,A55,'A' road,Welsh Government,Major,A525E,LA Boundary,7.40,4.60,310884,375740,53.27114857,-3.33774350,526
Wales,Flintshire,A55,'A' road,Welsh Government,Major,A550,A5104,2.30,1.43,331410,363490,53.16410852,-3.02738258,527
Wales,Powys,A458,'A' road,Welsh Government,Major,B4389 Bridge St,A490,13.90,8.64,317603,306491,52.64988314,-3.21937679,528
Wales,Merthyr Tydfil,A465,'A' road,Welsh Government,Major,B42776 Merthyr Road,Swansea Rd,1.10,0.68,300580,207344,51.75593526,-3.44178953,530
Wales,Monmouthshire,A465,'A' road,Welsh Government,Major,A4143  Merthyr   Road,A4042/A40,1.60,0.99,329768,213187,51.81288859,-3.02018665,532
Wales,Conwy,A470,'A' road,Welsh Government,Major,B5279,A547/B5381,6.80,4.23,279596,372369,53.23467737,-3.80540878,533
Wales,Gwynedd,A470,'A' road,Welsh Government,Major,A487,B4391,4.70,2.92,270000,340350,52.94475884,-3.93613591,534
Wales,Gwynedd,A470,'A' road,Welsh Government,Major,A487,A494,4.40,2.73,275000,318370,52.74846369,-3.85333599,535
Wales,Powys,A470,'A' road,Welsh Government,Major,B4518,A489,11.60,7.21,299748,285156,52.45513839,-3.47676380,536
Wales,Powys,A470,'A' road,Welsh Government,Major,A438,A479,4.60,2.86,311747,235000,52.00639973,-3.28713068,538
Wales,Powys,A470,'A' road,Welsh Government,Major,LA Boundary,A4059,4.60,2.86,300000,215228,51.82669494,-3.45246452,539
Wales,"Rhondda, Cynon, Taff",A470,'A' road,Welsh Government,Major,A4054 spur,A4059/A472,1.30,0.81,308800,195000,51.64637833,-3.31950511,540
Wales,"Rhondda, Cynon, Taff",A470,'A' road,Welsh Government,Major,LA Boundary,A468/A4054,2.60,1.62,312251,183915,51.54728066,-3.26686212,541
Wales,Carmarthenshire,A477,'A' road,Welsh Government,Major,B4314,A40,9.20,5.72,225017,213304,51.79095758,-4.53864266,542
Wales,Carmarthenshire,A483,'A' road,Welsh Government,Major,"Aberlash Rd, Ammanford",B4556 Blaenau Rd,2.00,1.24,262070,215047,51.81698818,-4.00247160,544
Wales,Powys,A483,'A' road,Welsh Government,Major,B4358,B4519,4.50,2.80,294064,250000,52.13811616,-3.54931259,545
Wales,Powys,A483,'A' road,Welsh Government,Major,A4081,A44,4.50,2.80,308683,264182,52.26819670,-3.33960077,546
Wales,Powys,A483,'A' road,Welsh Government,Major,A489,B 4389,3.90,2.42,312830,292150,52.52024631,-3.28613267,547
Wales,Powys,A483,'A' road,Welsh Government,Major,A458,B4393,9.10,5.65,324759,310000,52.68246313,-3.11442405,548
Wales,Gwynedd,A487,'A' road,Welsh Government,Major,B4411,A499,14.90,9.26,247114,355017,53.07046492,-4.28340329,550
Wales,Gwynedd,A487,'A' road,Welsh Government,Major,A497,A4085,4.90,3.04,260000,338520,52.92580167,-4.08406348,551
Wales,Gwynedd,A487,'A' road,Welsh Government,Major,A493,B4405,12.70,7.89,273500,310000,52.67291187,-3.87232321,552
Wales,Ceredigion,A487,'A' road,Welsh Government,Major,A44,Maeshendre,1.80,1.12,259940,282150,52.41937109,-4.06097764,553
Wales,Ceredigion,A487,'A' road,Welsh Government,Major,A486,B4342W,3.70,2.30,240753,255000,52.17023439,-4.33004347,554
Wales,Powys,A489,'A' road,Welsh Government,Major,A487,A470,9.50,5.90,281332,303915,52.62000777,-3.75436213,556
Wales,Gwynedd,A494,'A' road,Welsh Government,Major,A4212,LA Boundary,12.80,7.95,300000,340480,52.95236084,-3.48989627,557
Wales,Flintshire,A494,'A' road,Welsh Government,Major,A5119,A541 / A549,3.10,1.93,324000,362580,53.15492256,-3.13797708,558
Wales,Flintshire,A494,'A' road,Welsh Government,Major,B5125,A550,2.30,1.43,330435,367022,53.19572561,-3.04273248,559
Wales,Newport,A4051,'A' road,Local authority,Major,M4 Junction 26,LA Boundary,2.50,1.55,330251,190019,51.60467243,-3.00853764,560
Wales,Monmouthshire,A466,'A' road,Local authority,Major,A4136,LA Boundary,3.60,2.24,352000,211830,51.80304486,-2.69753242,563
Wales,Blaenau Gwent,A467,'A' road,Local authority,Major,LA Boundary,A4046,2.90,1.80,321767,199602,51.68970217,-3.13316528,564
Wales,Torfaen,A472,'A' road,Local authority,Major,A4043,A4042,1.40,0.87,328351,200439,51.69810727,-3.03810630,569
Wales,"Rhondda, Cynon, Taff",A473,'A' road,Local authority,Major,LA Boundary,Coedcae Lane roundabout,6.00,3.73,300070,182790,51.53514156,-3.44215574,571
Wales,Ceredigion,A475,'A' road,Local authority,Major,A486,B4338N,12.20,7.58,240000,242650,52.05907479,-4.33523830,574
Wales,Carmarthenshire,A476,'A' road,Local authority,Major,B4310 Heol-y-Bryn,A48,2.50,1.55,254818,211900,51.78687465,-4.10628907,575
Wales,Pembrokeshire,A478,'A' road,Local authority,Major,A4115,A40(T),6.20,3.85,211808,215004,51.80193689,-4.73086930,576
Wales,Pembrokeshire,A478,'A' road,Local authority,Major,A4139 White Lion St,A4218 Serpentine Rd,1.20,0.75,213000,201080,51.67728299,-4.70611775,577
Wales,Ceredigion,A482,'A' road,Local authority,Major,A485 Lampeter,A487 Aberaeron,20.40,12.68,247485,260000,52.21705475,-4.23393708,578
Wales,Carmarthenshire,A484,'A' road,Local authority,Major,LA Boundary,A475E,4.20,2.61,230000,241069,52.04189494,-4.48017314,579
Wales,Carmarthenshire,A484,'A' road,Local authority,Major,A476,A4138,2.00,1.24,251158,200692,51.68521001,-4.15451660,581
Wales,Ceredigion,A485,'A' road,Local authority,Major,482 Lampeter,"B4343 Crossroads, Tregaron",16.70,10.38,260000,252250,52.15074717,-4.04767240,582
Wales,Carmarthenshire,A486,'A' road,Local authority,Major,A484,LA Boundary,4.90,3.04,240000,239850,52.03392147,-4.33392730,583
Wales,Powys,A488,'A' road,Local authority,Major,B4536 N,A4113,7.30,4.54,323920,269174,52.31539087,-3.11748860,584
Wales,Gwynedd,A493,'A' road,Local authority,Major,C-road to Pen-y-Bryn,A470,2.20,1.37,269703,318537,52.74871266,-3.93183090,586
Wales,Powys,A495,'A' road,Local authority,Major,A458,A490,14.50,9.01,310088,309245,52.67343881,-3.33118234,587
Wales,Gwynedd,A496,'A' road,Local authority,Major,C-road Bryn Glas/Cilfor,A487,6.20,3.85,265900,340000,52.94060482,-3.99696814,588
Wales,Gwynedd,A496,'A' road,Local authority,Major,"A496 Jubilee Rd, Barmouth (Abermaw)",A470,12.50,7.77,270000,319460,52.75707688,-3.92779960,589
Wales,Gwynedd,A497,'A' road,Local authority,Major,A499,A499,1.60,0.99,237050,335000,52.88771365,-4.42338815,590
Wales,Gwynedd,A499,'A' road,Local authority,Major,"Lon Sarn Bach, Abersoch","B4413, Llanbedrog",4.60,2.86,231830,330000,52.84120189,-4.49831132,592
Wales,Denbighshire,A525,'A' road,Local authority,Major,A541,A543N,3.60,2.24,305230,370570,53.22370910,-3.42095730,594
Wales,Denbighshire,A525,'A' road,Local authority,Major,A5104,LA Boundary,5.30,3.29,320687,351854,53.05804319,-3.18485606,595
Wales,Wrexham,A539,'A' road,Local authority,Major,B5434,B5605,3.30,2.05,327913,343138,52.98073225,-3.07511066,599
Wales,Flintshire,A541,'A' road,Local authority,Major,A494/A549,A5118,1.30,0.81,325000,363600,53.16423150,-3.12326539,600
Wales,Denbighshire,A542,'A' road,Local authority,Major,A525,A5104,1.20,0.75,318830,351104,53.05102395,-3.21236794,602
Wales,Denbighshire,A547,'A' road,Local authority,Major,B5119 Waterfall Rd,PRINCES AVENUE,4.10,2.55,306550,382000,53.32665512,-3.40455643,604
Wales,Flintshire,A548,'A' road,Local authority,Major,A5026,"Aber Rd, Flint",4.00,2.49,322730,374600,53.26276416,-3.15987984,605
Wales,Denbighshire,A548,'A' road,Local authority,Major,A548 Bath St (Stryd Y Baddon),A547,7.10,4.41,305446,383020,53.33562461,-3.42143116,606
Wales,Conwy,A548,'A' road,Local authority,Major,B5382,A544,7.50,4.66,290000,369900,53.21475177,-3.64875299,607
Wales,Blaenau Gwent,A4046,'A' road,Local authority,Major,B4486 Dyffryn Road,B4486 Cemetery Road,4.60,2.86,316700,210000,51.78244307,-3.20894257,611
Wales,Blaenau Gwent,A4048,'A' road,Local authority,Major,A4047  Beaufort Road,A465   Heads of  The Valleys   Road,1.50,0.93,314178,209925,51.78138764,-3.24547528,612
Wales,"Rhondda, Cynon, Taff",A4058,'A' road,Local authority,Major,B4278,Tymawr Rd,2.70,1.68,305000,191030,51.61006122,-3.37332782,617
Wales,"Rhondda, Cynon, Taff",A4059,'A' road,Local authority,Major,"B4275, Mountain Ash","Canal Rd, Cwmbach",3.00,1.86,303430,200000,51.69042388,-3.39847485,619
Wales,"Rhondda, Cynon, Taff",A4061,'A' road,Local authority,Major,LA Boundary/A4107,"Park Crescent, Treorchy",4.60,2.86,295000,195700,51.65025892,-3.51909179,620
Wales,Bridgend,A4061,'A' road,Local authority,Major,A473S,A4061 split,0.30,0.19,290650,179800,51.50651819,-3.57699094,621
Wales,Bridgend,A4063,'A' road,Local authority,Major,B4282 Neath Rd,"Church St, Caerau, Maesteg",3.50,2.17,285000,193000,51.62403363,-3.66268659,622
Wales,Powys,A4068,'A' road,Local authority,Major,A4067/ B4599,L Aboundary,2.90,1.80,277048,209964,51.77480668,-3.78348750,626
Wales,Carmarthenshire,A4069,'A' road,Local authority,Major,"A4069 High St, Llangadog",A40,1.60,0.99,269568,228616,51.94072085,-3.89888785,627
Wales,Monmouthshire,A4077,'A' road,Local authority,Major,A4077 Split,LA Boundary,2.50,1.55,324400,215000,51.82848512,-3.09843633,628
Wales,Isle of Anglesey,A4080,'A' road,Local authority,Major,A4080 merge,A4080 split,4.60,2.86,232000,373000,53.22741719,-4.51820051,629
Wales,Gwynedd,A4085,'A' road,Local authority,Major,"C-road, Croesywaun",A487 triangle,4.70,2.92,251700,360000,53.11651709,-4.21731068,630
Wales,Gwynedd,A4086,'A' road,Local authority,Major,C-road just north of Dolbadarn Castle,A498,10.00,6.21,260000,358700,53.10708326,-4.09282008,631
Wales,Bridgend,A4106,'A' road,Local authority,Major,"Bridgend Road roundabout, Porthcawl",A48,3.50,2.17,284600,178322,51.49203032,-3.66364209,633
Wales,Cardiff,A4119,'A' road,Local authority,Major,A4160,Tudor Street,0.80,0.50,317670,175500,51.47245104,-3.18676306,638
Wales,Ceredigion,A4120,'A' road,Local authority,Major,A487 / A4120 Southgate Roundabout,A44 / A4120 Llanbadarn Fawr,1.30,0.81,259291,280083,52.40063375,-4.06964487,639
Wales,Pembrokeshire,A4139,'A' road,Local authority,Major,A4218,A478,0.90,0.56,213120,200450,51.67166470,-4.70404704,640
Wales,Pembrokeshire,A4139,'A' road,Local authority,Major,Ferry Lane,Water St roundabout,1.60,0.99,196993,203281,51.69149072,-4.93860432,641
Wales,Cardiff,A4160,'A' road,Local authority,Major,A4234 Central Link,A4161 Newport Rd,0.50,0.31,319033,176304,51.47987592,-3.16732782,642
Wales,Gwynedd,A4212,'A' road,Local authority,Major,B4391,A494,15.80,9.82,283000,340000,52.94460737,-3.74264226,644
Wales,The Vale of Glamorgan,A4222,'A' road,Local authority,Major,A4222 Eastgate/Cardiff Rd,LA Boundary,6.00,3.73,302000,178950,51.50096235,-3.41326892,646
Wales,Bridgend,A4229,'A' road,Local authority,Major,M4,A48,1.30,0.81,282700,181400,51.51930351,-3.69202107,647
Wales,Neath Port Talbot,A4230,'A' road,Local authority,Major,A474 Penywern Rd,Penscynor,1.80,1.12,276000,198820,51.67442611,-3.79469689,648
Wales,Isle of Anglesey,A5025,'A' road,Local authority,Major,B5109E,B5108,4.80,2.98,251934,380113,53.29723942,-4.22315255,650
Wales,Denbighshire,A5104,'A' road,Local authority,Major,A525,LA Boundary,5.00,3.11,320000,352000,53.05925288,-3.19514054,651
Wales,Wrexham,A5152,'A' road,Local authority,Major,A541,Chester Road Roundabut,0.60,0.37,333300,350700,53.04939782,-2.99645655,653
Wales,Powys,A44,'A' road,Local authority,Major,B4362,LA Boundary,2.00,1.24,325948,259000,52.22421578,-3.08550754,655
Wales,Carmarthenshire,A48,'A' road,Local authority,Major,M4 j49,A4138,4.30,2.67,258611,204178,51.71846076,-4.04819453,656
Wales,Newport,A48,'A' road,Local authority,Major,A455,Llanwern Rd,3.40,2.11,335000,188970,51.59581054,-2.93977989,658
Wales,Pembrokeshire,A477,'A' road,Welsh Government,Major,A4139 London Rd,A4139 Ferry Lane,0.20,0.12,197703,203517,51.69386621,-4.92848296,661
Wales,Newport,A48,'A' road,Local authority,Major,A48,A4042 spur,3.60,2.24,330000,185640,51.56527381,-3.01128767,664
Wales,Gwynedd,A5,'A' road,Welsh Government,Major,A55,B4409,5.40,3.36,260000,369220,53.20158375,-4.09742340,666
Wales,Gwynedd,A4087,'A' road,Local authority,Major,A487,A55,1.90,1.18,255561,369529,53.20317116,-4.16396843,667
Wales,Conwy,A547,'A' road,Local authority,Major,A547 merge,A547 split,0.50,0.31,278082,377744,53.28262158,-3.83014043,668
Scotland,West Lothian,M8,Motorway,Transport Scotland,Major,3,LA boundary,7.30,4.54,310000,671376,55.92699846,-3.44192365,700
Scotland,Renfrewshire,M8,Motorway,Transport Scotland,Major,27,26,2.90,1.80,249751,665710,55.86108177,-4.40222275,701
Scotland,Renfrewshire,M8,Motorway,Transport Scotland,Major,31,30,5.80,3.60,243500,671870,55.91438544,-4.50555648,702
Scotland,City of Edinburgh,M9,Motorway,Transport Scotland,Major,1,A8000,1.90,1.18,311900,675200,55.96169729,-3.41277804,703
Scotland,Falkirk,M9,Motorway,Transport Scotland,Major,6,A905,1.40,0.87,291490,681000,56.00960520,-3.74189262,704
Scotland,Perth & Kinross,M90,Motorway,Transport Scotland,Major,7,8,3.20,1.99,312200,705300,56.23210203,-3.41787893,706
Scotland,Fife,M90,Motorway,Transport Scotland,Major,3,4,5.80,3.60,312800,689300,56.08850734,-3.40295391,707
Scotland,Scottish Borders,A1,'A' road,Transport Scotland,Major,A6112,A1107,5.50,3.42,380700,665530,55.88252467,-2.31009090,708
Scotland,East Lothian,A1,'A' road,Transport Scotland,Major,A6093,A198,10.30,6.40,357200,676440,55.97902017,-2.68744942,709
Scotland,Scottish Borders,A7,'A' road,Local authority,Major,A6091,A7 split,1.70,1.06,350000,635170,55.60755284,-2.79522196,714
Scotland,North Lanarkshire,A8,'A' road,Transport Scotland,Major,B799/B802,M8 start,1.80,1.12,278000,661600,55.83215742,-3.94934583,717
Scotland,Highland,A9,'A' road,Transport Scotland,Major,A839,"Sibell Rd, Golspie",6.90,4.29,278031,898461,57.95866100,-4.06289245,720
Scotland,Highland,A9,'A' road,Transport Scotland,Major,B9174,B9174,2.60,1.62,278000,881200,57.80371605,-4.05455692,721
Scotland,Perth & Kinross,A9,'A' road,Transport Scotland,Major,A827,A924,4.80,2.98,295989,756007,56.68418004,-3.69947765,722
Scotland,Perth & Kinross,A9,'A' road,Transport Scotland,Major,LA Boundary,A822,2.20,1.37,281281,705261,56.22503291,-3.91633276,724
Scotland,Midlothian,A6106,'A' road,Transport Scotland,Major,B6373,A6094,0.30,0.19,333200,667250,55.89372026,-3.06970566,725
Scotland,Scottish Borders,A68,'A' road,Transport Scotland,Major,A699,B6398,1.30,0.81,358800,631050,55.57136220,-2.65493374,728
Scotland,Scottish Borders,A68,'A' road,Transport Scotland,Major,B6357,B6358 Canongate,2.30,1.43,365100,619200,55.46538520,-2.55353472,729
Scotland,North Lanarkshire,A73,'A' road,Local authority,Major,A721,A71,1.90,1.18,282700,654500,55.76956503,-3.87129311,730
Scotland,South Lanarkshire,A73,'A' road,Local authority,Major,A706,A72,0.50,0.31,287800,643850,55.67513246,-3.78567371,731
Scotland,South Lanarkshire,A702,'A' road,Transport Scotland,Major,M74/A74(M),A73,2.10,1.30,293490,626040,55.51645929,-3.68836072,732
Scotland,Dumfries & Galloway,A75,'A' road,Transport Scotland,Major,A762,A711,3.00,1.86,270009,558288,54.90235695,-4.02879474,740
Scotland,East Ayrshire,A77,'A' road,Transport Scotland,Major,LA boundary,A76,4.70,2.92,243900,635900,55.59163453,-4.47858612,749
Scotland,South Ayrshire,A77,'A' road,Transport Scotland,Major,LA Boundary,B734,17.70,11.00,208200,575320,55.03529707,-5.00287769,752
Scotland,North Ayrshire,A738,'A' road,Local authority,Major,A738,Road to Ardrossan Castle,1.80,1.12,223000,643200,55.64999761,-4.81450428,754
Scotland,Highland,A82,'A' road,Transport Scotland,Major,A887,A831,20.50,12.74,251300,826100,57.30117758,-4.46967787,758
Scotland,Highland,A82,'A' road,Transport Scotland,Major,A830,A86,11.90,7.39,214900,777650,56.85326055,-5.03717494,759
Scotland,Highland,A82,'A' road,Transport Scotland,Major,B863,A828,4.70,2.92,207720,758360,56.67731269,-5.14022968,760
Scotland,Stirling,A82,'A' road,Transport Scotland,Major,LA Boundary,A85,10.60,6.59,232120,720000,56.34248717,-4.71773153,761
Scotland,West Dunbartonshire,A82,'A' road,Local authority,Major,A8014,A810,1.30,0.81,249234,672418,55.92113655,-4.41421285,763
Scotland,Argyll & Bute,A83,'A' road,Transport Scotland,Major,A815,A814,17.90,11.12,223400,707310,56.22544721,-4.85012763,764
Scotland,Stirling,A84,'A' road,Transport Scotland,Major,A820,A81,12.00,7.46,272060,701962,56.19302078,-4.06335408,765
Scotland,Stirling,A85,'A' road,Transport Scotland,Major,A82,A827,17.90,11.12,248800,727960,56.41955700,-4.45275122,766
Scotland,Highland,A87,'A' road,Transport Scotland,Major,"Stoney Rd, Kyle of Lochalsh",A890,8.70,5.41,179900,827760,57.28723160,-5.65390377,768
Scotland,Fife,A91,'A' road,Local authority,Major,A912,High Rd,2.00,1.24,322000,710940,56.28447135,-3.26150942,771
Scotland,Aberdeenshire,A90,'A' road,Transport Scotland,Major,A975,A948,6.90,4.29,397160,822800,57.29577927,-2.04877204,773
Scotland,Aberdeenshire,A90,'A' road,Transport Scotland,Major,B979,"C-road to Findon, north of Portlethen",14.50,9.01,390000,792800,57.02618897,-2.16636229,774
Scotland,Moray,A96,'A' road,Transport Scotland,Major,A95,A95,1.60,0.99,342440,851000,57.54542178,-2.96328242,781
Scotland,Moray,A96,'A' road,Transport Scotland,Major,"Reiket Lane, Elgin",B9103,2.40,1.49,323900,862300,57.64415540,-3.27649151,782
Scotland,Highland,A96,'A' road,Transport Scotland,Major,B9092,A939,4.20,2.61,285500,855700,57.57677898,-3.91630981,784
Scotland,Aberdeenshire,A98,'A' road,Local authority,Major,LA Boundary,B9139 Portsoy,6.30,3.91,355541,865585,57.67789831,-2.74711905,786
Scotland,Moray,A98,'A' road,Local authority,Major,A96,A990,6.30,3.91,337400,860000,57.62557942,-3.04979250,787
Scotland,Dumfries & Galloway,A701,'A' road,Transport Scotland,Major,C-road St Ann's,A74M,10.20,6.34,307400,596500,55.25395284,-3.45835448,788
Scotland,South Lanarkshire,A702,'A' road,Transport Scotland,Major,A72,A721,7.20,4.47,307340,641600,55.65904942,-3.47433784,791
Scotland,Argyll & Bute,A816,'A' road,Local authority,Major,B840,B844,30.80,19.14,184500,701600,56.15820804,-5.47175966,792
Scotland,Highland,A830,'A' road,Transport Scotland,Major,B8004,A82,2.00,1.24,212120,776100,56.83824005,-5.08154733,793
Scotland,Aberdeenshire,A90,'A' road,Transport Scotland,Major,A952,A975,11.40,7.08,404600,836200,57.41613563,-1.92507592,797
Scotland,Dundee City,A90,'A' road,Transport Scotland,Major,B960,A972,3.30,2.05,340500,732650,56.48217139,-2.96767593,798
Scotland,North Lanarkshire,A80,'A' road,Transport Scotland,Major,A752,M73,3.50,2.17,270700,671130,55.91582476,-4.07036125,810
Scotland,Glasgow City,M8,Motorway,Transport Scotland,Major,11,10,1.80,1.12,266200,666110,55.86952190,-4.13982015,1000
Scotland,Glasgow City,M8,Motorway,Transport Scotland,Major,16,15,1.10,0.68,259700,666300,55.86937820,-4.24370648,1001
Scotland,North Lanarkshire,M73,Motorway,Transport Scotland,Major,M74,LA Boundary,1.30,0.81,268800,662700,55.83961917,-4.09665130,1004
Scotland,South Lanarkshire,A73,'A' road,Local authority,Major,A70,A70,0.70,0.43,291406,641778,55.65734452,-3.72754419,1005
Scotland,City of Edinburgh,A1,'A' road,Local authority,Major,A6106,A1140,2.60,1.62,330021,672785,55.94298904,-3.12196126,1006
Scotland,Inverclyde,A770,'A' road,Local authority,Major,Hillside Rd,A771,1.80,1.12,224000,677800,55.96086243,-4.82101903,1007
Scotland,Renfrewshire,A8,'A' road,Local authority,Major,B791 Sandy Road,A877,0.50,0.31,251000,667250,55.87529402,-4.38313287,1008
Scotland,Glasgow City,A8,'A' road,Local authority,Major,A8 Paisley Rd,A77,0.70,0.43,258500,664500,55.85286722,-4.26192711,1009
Scotland,Glasgow City,A8,'A' road,Local authority,Major,A8 Morrison St,A77,0.60,0.37,258500,664640,55.85412410,-4.26200016,1010
Scotland,Glasgow City,A8,'A' road,Local authority,Major,A8 Bridgegate,A89/A749,0.30,0.19,259560,664750,55.85542171,-4.24513863,1011
Scotland,City of Edinburgh,A8,'A' road,Local authority,Major,A902,B701,1.30,0.81,319000,672860,55.94192920,-3.29838145,1012
Scotland,Highland,A99,'A' road,Local authority,Major,B874,B876,3.00,1.86,335110,952993,58.46034046,-3.11381786,1013
Scotland,Falkirk,A9,'A' road,Local authority,Major,A803,M876,3.60,2.24,285956,681923,56.01660752,-3.83099162,1014
Scotland,City of Edinburgh,A70,'A' road,Local authority,Major,B701,A71,4.60,2.86,322750,671600,55.93123034,-3.23799972,1015
Scotland,South Lanarkshire,A70,'A' road,Local authority,Major,A743,A721,2.30,1.43,293000,645730,55.69319176,-3.70376537,1016
Scotland,South Ayrshire,A70,'A' road,Local authority,Major,A77,LA boundary,7.80,4.85,239600,620200,55.44930788,-4.53765400,1017
Scotland,North Lanarkshire,A71,'A' road,Local authority,Major,A721,A73,2.10,1.30,281800,655000,55.77383578,-3.88584697,1019
Scotland,East Ayrshire,A71,'A' road,Local authority,Major,A719,LA boundary,12.70,7.89,259900,637300,55.60907172,-4.22563730,1020
Scotland,East Ayrshire,A735,'A' road,Local authority,Major,A759,A735 Green St,0.50,0.31,242680,637998,55.61007458,-4.49912234,1021
Scotland,South Lanarkshire,A72,'A' road,Local authority,Major,B7086 Lanark Road,A73,3.80,2.36,287000,643990,55.67620406,-3.79844517,1023
Scotland,Scottish Borders,A72,'A' road,Local authority,Major,A701,A703,16.10,10.00,322200,639500,55.64279529,-3.23762173,1024
Scotland,North Lanarkshire,A73,'A' road,Local authority,Major,A775,M8,0.50,0.31,279300,661700,55.83338246,-3.92864864,1025
Scotland,Glasgow City,A77,'A' road,Local authority,Major,A8,A814,0.30,0.19,258640,664720,55.85488341,-4.25980737,1027
Scotland,Dumfries & Galloway,A77,'A' road,Local authority,Major,B738,B7077,7.00,4.35,204800,555440,54.85558556,-5.04248244,1028
Scotland,Glasgow City,A80,'A' road,Local authority,Major,A8,M8,1.60,0.99,262900,666000,55.86760625,-4.19245831,1029
Scotland,Stirling,A81,'A' road,Local authority,Major,A875,A811,9.00,5.59,250700,685600,56.03992628,-4.39809320,1030
Scotland,East Dunbartonshire,A81,'A' road,Local authority,Major,LA Boundary,A739,0.70,0.43,255390,670670,55.90733468,-4.31485715,1031
Scotland,Glasgow City,A82,'A' road,Local authority,Major,A804,A804,0.30,0.19,258123,666496,55.87067591,-4.26898895,1033
Scotland,Perth & Kinross,A85,'A' road,Local authority,Major,B827 Bridge Street,A822,10.60,6.59,280800,722700,56.38149864,-3.93197615,1034
Scotland,West Lothian,A89,'A' road,Local authority,Major,A7066,A899,5.60,3.48,302400,670050,55.91360579,-3.56302441,1036
Scotland,North Lanarkshire,A89,'A' road,Local authority,Major,A725,A8010,1.80,1.12,274820,665000,55.86187243,-4.00165074,1037
